# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
47.9799 7.70574e-07 -8.85856e-13 -1.47859e-06 3.91991e-13 2.24916e-06 -1.27785e-12
48.3535 7.7947e-07 -8.99621e-13 -1.43399e-06 4.94628e-13 2.21346e-06 -1.39425e-12
48.7272 7.78297e-07 -8.99399e-13 -1.39265e-06 5.84852e-13 2.17094e-06 -1.48425e-12
49.1008 7.67344e-07 -8.85513e-13 -1.35497e-06 6.6153e-13 2.12231e-06 -1.54704e-12
49.4745 7.47057e-07 -8.58542e-13 -1.32128e-06 7.23694e-13 2.06834e-06 -1.58224e-12
49.8481 7.18029e-07 -8.19234e-13 -1.29184e-06 7.70597e-13 2.00987e-06 -1.58983e-12
50.2218 6.80984e-07 -7.68472e-13 -1.26684e-06 8.01704e-13 1.94782e-06 -1.57018e-12
50.5954 6.36763e-07 -7.07331e-13 -1.24638e-06 8.16719e-13 1.88314e-06 -1.52405e-12
50.9691 5.86306e-07 -6.37018e-13 -1.23051e-06 8.15535e-13 1.81682e-06 -1.45255e-12
51.3427 5.30635e-07 -5.58781e-13 -1.21921e-06 7.98346e-13 1.74985e-06 -1.35713e-12
51.7164 4.70829e-07 -4.74e-13 -1.21237e-06 7.65481e-13 1.6832e-06 -1.23948e-12
52.09 4.0801e-07 -3.84102e-13 -1.20985e-06 7.17496e-13 1.61786e-06 -1.1016e-12
52.4637 3.4332e-07 -2.90494e-13 -1.21141e-06 6.55228e-13 1.55473e-06 -9.45722e-13
52.8373 2.77897e-07 -1.94673e-13 -1.2168e-06 5.79646e-13 1.4947e-06 -7.74319e-13
53.211 2.12862e-07 -9.81014e-14 -1.2257e-06 4.91874e-13 1.43856e-06 -5.89975e-13
53.5846 1.49294e-07 -2.22536e-15 -1.23775e-06 3.93183e-13 1.38704e-06 -3.95409e-13
53.9583 8.82151e-08 9.16018e-14 -1.25256e-06 2.85057e-13 1.34077e-06 -1.93455e-13
54.3319 3.0573e-08 1.82016e-13 -1.26971e-06 1.68979e-13 1.30028e-06 1.30374e-14
54.7056 -2.27721e-08 2.67799e-13 -1.28878e-06 4.66404e-14 1.26601e-06 2.21159e-13
55.0792 -7.10612e-08 3.47832e-13 -1.30932e-06 -8.02172e-14 1.23825e-06 4.28049e-13
55.4529 -1.13646e-07 4.21114e-13 -1.33087e-06 -2.0985e-13 1.21723e-06 6.30964e-13
55.8265 -1.49997e-07 4.86686e-13 -1.35301e-06 -3.40474e-13 1.20302e-06 8.27159e-13
56.2002 -1.79709e-07 5.43834e-13 -1.3753e-06 -4.70247e-13 1.19559e-06 1.01408e-12
56.5738 -2.02504e-07 5.91907e-13 -1.39731e-06 -5.97399e-13 1.19481e-06 1.18931e-12
56.9475 -2.18231e-07 6.30427e-13 -1.41867e-06 -7.20182e-13 1.20043e-06 1.35061e-12
57.3211 -2.26865e-07 6.59053e-13 -1.43899e-06 -8.36928e-13 1.21212e-06 1.49598e-12
57.6948 -2.28504e-07 6.77632e-13 -1.45795e-06 -9.46018e-13 1.22945e-06 1.62365e-12
58.0684 -2.23358e-07 6.8608e-13 -1.47525e-06 -1.04597e-12 1.25189e-06 1.73205e-12
58.4421 -2.11747e-07 6.84544e-13 -1.49062e-06 -1.13544e-12 1.27888e-06 1.81998e-12
58.8157 -1.94089e-07 6.73298e-13 -1.50385e-06 -1.21315e-12 1.30976e-06 1.88644e-12
59.1894 -1.70886e-07 6.52728e-13 -1.51473e-06 -1.27804e-12 1.34385e-06 1.93077e-12
59.563 -1.42715e-07 6.233e-13 -1.52314e-06 -1.3292e-12 1.38042e-06 1.9525e-12
59.9367 -1.10217e-07 5.85639e-13 -1.52895e-06 -1.36593e-12 1.41873e-06 1.95157e-12
60.3103 -7.40778e-08 5.40481e-13 -1.53211e-06 -1.38765e-12 1.45803e-06 1.92814e-12
60.684 -3.50183e-08 4.8863e-13 -1.53257e-06 -1.39402e-12 1.49755e-06 1.88265e-12
61.0576 6.21917e-09 4.30937e-13 -1.53033e-06 -1.38488e-12 1.53655e-06 1.81582e-12
61.4313 4.88853e-08 3.68288e-13 -1.52541e-06 -1.36035e-12 1.5743e-06 1.72864e-12
61.8049 9.22354e-08 3.01694e-13 -1.51787e-06 -1.32064e-12 1.61011e-06 1.62234e-12
62.1786 1.35542e-07 2.32143e-13 -1.50779e-06 -1.2662e-12 1.64333e-06 1.49834e-12
62.5522 1.78104e-07 1.60594e-13 -1.49524e-06 -1.19767e-12 1.67334e-06 1.35826e-12
62.9259 2.1926e-07 8.80584e-14 -1.48034e-06 -1.11586e-12 1.6996e-06 1.20392e-12
63.2995 2.58391e-07 1.54485e-14 -1.46321e-06 -1.02181e-12 1.7216e-06 1.03726e-12
63.6731 2.94932e-07 -5.62429e-14 -1.44398e-06 -9.16636e-13 1.73891e-06 8.60393e-13
64.0468 3.28377e-07 -1.26187e-13 -1.42278e-06 -8.0166e-13 1.75116e-06 6.75473e-13
64.4204 3.58284e-07 -1.93556e-13 -1.39975e-06 -6.78313e-13 1.75803e-06 4.84757e-13
64.8084 3.85189e-07 -2.60001e-13 -1.37404e-06 -5.43044e-13 1.75923e-06 2.83044e-13
65.1965 4.07529e-07 -3.22105e-13 -1.34668e-06 -4.02261e-13 1.7542e-06 8.01561e-14
65.5845 4.25038e-07 -3.79205e-13 -1.3178e-06 -2.57904e-13 1.74284e-06 -1.21301e-13
65.9725 4.37534e-07 -4.30725e-13 -1.28758e-06 -1.11915e-13 1.72511e-06 -3.1881e-13
66.3605 4.44915e-07 -4.76175e-13 -1.25616e-06 3.36456e-14 1.70108e-06 -5.09821e-13
66.7485 4.47155e-07 -5.15157e-13 -1.22371e-06 1.76814e-13 1.67087e-06 -6.91972e-13
