# t  J_bond_sc_0  J_bond_sc_1  J_bond_sc_2  J_bond_sc_3  J_bond_sc_4  J_bond_sc_5  J_bond_sc_6  J_bond_sc_7  J_bond_sc_8  J_bond_sc_9  J_bond_sc_10  J_bond_sc_11  J_bond_sc_12  J_bond_sc_13  J_bond_sc_14  J_bond_sc_15  J_bond_sc_16  J_bond_sc_17  J_bond_sc_18  J_bond_sc_19  J_bond_sc_20  J_bond_sc_21  J_bond_sc_22  J_bond_sc_23  J_bond_sc_24  J_bond_sc_25  J_bond_sc_26  J_bond_sc_27  J_bond_sc_28  J_bond_sc_29  J_bond_sc_30  J_bond_sc_31  J_bond_sc_32  J_bond_sc_33  J_bond_sc_34  J_bond_sc_35  J_bond_sc_36  J_bond_sc_37  J_bond_sc_38  J_bond_sc_39  J_bond_sc_40  J_bond_sc_41  J_bond_sc_42  J_bond_sc_43  J_bond_sc_44  J_bond_sc_45  J_bond_sc_46  J_bond_sc_47  J_bond_sc_48  J_bond_sc_49  J_bond_sc_50  J_bond_sc_51  J_bond_sc_52  J_bond_sc_53  J_bond_sc_54  J_bond_sc_55  J_bond_sc_56  J_bond_sc_57  J_bond_sc_58  J_bond_sc_59
15586.1 -4.8654e-06 -3.79663e-06 2.22883e-06 -5.78172e-06 1.67364e-06 3.08246e-07 1.031e-05 -6.35911e-06 2.27809e-06 -7.47498e-06 7.66929e-06 1.04193e-05 -1.52817e-05 1.53834e-05 -4.04825e-06 -1.54018e-05 -3.01682e-07 -1.52559e-05 6.80249e-07 3.93583e-06 -2.05971e-05 8.81045e-07 -6.80154e-07 6.999e-07 6.99882e-07 1.01552e-05 -1.28346e-05 -1.28346e-05 1.01552e-05 1.24714e-06 -1.24719e-06 -6.88349e-06 -6.8439e-06 9.94357e-08 2.77657e-07 5.49335e-07 -2.77548e-07 3.01665e-07 -1.54019e-05 1.52817e-05 -1.52559e-05 -2.0597e-05 3.93582e-06 -9.93868e-08 -6.84404e-06 6.88368e-06 -7.66926e-06 -7.47494e-06 -3.08259e-07 1.04193e-05 -4.04823e-06 1.53835e-05 5.78178e-06 2.22882e-06 4.86551e-06 1.67361e-06 -6.35918e-06 1.03101e-05 -3.7966e-06 -2.27804e-06
15588.4 -5.21623e-06 -3.88588e-06 2.37028e-06 -6.23006e-06 1.77107e-06 3.41035e-07 1.08637e-05 -6.63911e-06 2.26713e-06 -7.77077e-06 7.97103e-06 1.11122e-05 -1.60853e-05 1.64246e-05 -4.31468e-06 -1.62068e-05 -3.16684e-07 -1.61656e-05 7.16698e-07 4.19915e-06 -2.18487e-05 9.51926e-07 -7.16603e-07 7.49803e-07 7.49784e-07 1.07356e-05 -1.35699e-05 -1.357e-05 1.07356e-05 1.32554e-06 -1.32559e-06 -7.21265e-06 -7.20307e-06 9.59659e-08 3.06709e-07 5.71245e-07 -3.06601e-07 3.16667e-07 -1.62069e-05 1.60854e-05 -1.61656e-05 -2.18487e-05 4.19914e-06 -9.5918e-08 -7.2032e-06 7.21284e-06 -7.971e-06 -7.77073e-06 -3.41047e-07 1.11123e-05 -4.31467e-06 1.64247e-05 6.23012e-06 2.37027e-06 5.21633e-06 1.77103e-06 -6.63918e-06 1.08638e-05 -3.88584e-06 -2.26708e-06
15590.7 -5.56412e-06 -3.97252e-06 2.51029e-06 -6.67551e-06 1.8677e-06 3.74774e-07 1.14115e-05 -6.91558e-06 2.25458e-06 -8.06307e-06 8.26835e-06 1.17998e-05 -1.68816e-05 1.74575e-05 -4.57888e-06 -1.70042e-05 -3.32039e-07 -1.70694e-05 7.52518e-07 4.4605e-06 -2.30912e-05 1.02345e-06 -7.52422e-07 7.99139e-07 7.99119e-07 1.13126e-05 -1.43002e-05 -1.43002e-05 1.13126e-05 1.40341e-06 -1.40346e-06 -7.53803e-06 -7.55948e-06 9.1951e-08 3.36729e-07 5.92438e-07 -3.36622e-07 3.32021e-07 -1.70043e-05 1.68817e-05 -1.70694e-05 -2.30912e-05 4.46049e-06 -9.1904e-08 -7.55961e-06 7.53822e-06 -8.26832e-06 -8.06303e-06 -3.74786e-07 1.17999e-05 -4.57886e-06 1.74576e-05 6.67557e-06 2.51028e-06 5.56422e-06 1.86766e-06 -6.91564e-06 1.14116e-05 -3.97248e-06 -2.25454e-06
15593 -5.90957e-06 -4.05663e-06 2.65007e-06 -7.11691e-06 1.96223e-06 4.05965e-07 1.19537e-05 -7.1878e-06 2.24022e-06 -8.34943e-06 8.56481e-06 1.24803e-05 -1.76737e-05 1.84832e-05 -4.84043e-06 -1.77932e-05 -3.44285e-07 -1.79677e-05 7.8694e-07 4.72051e-06 -2.43246e-05 1.09459e-06 -7.86843e-07 8.48196e-07 8.48176e-07 1.18859e-05 -1.50255e-05 -1.50255e-05 1.18859e-05 1.4808e-06 -1.48085e-06 -7.86128e-06 -7.91067e-06 8.93648e-08 3.62902e-07 6.16039e-07 -3.62796e-07 3.44266e-07 -1.77933e-05 1.76737e-05 -1.79677e-05 -2.43245e-05 4.72051e-06 -8.93188e-08 -7.9108e-06 7.86146e-06 -8.56478e-06 -8.34939e-06 -4.05976e-07 1.24804e-05 -4.84041e-06 1.84832e-05 7.11697e-06 2.65005e-06 5.90967e-06 1.96219e-06 -7.18786e-06 1.19537e-05 -4.05659e-06 -2.24017e-06
15595.3 -6.25231e-06 -4.13805e-06 2.78913e-06 -7.55442e-06 2.05501e-06 4.35663e-07 1.24898e-05 -7.45594e-06 2.224e-06 -8.63095e-06 8.85913e-06 1.31542e-05 -1.84598e-05 1.95006e-05 -5.09976e-06 -1.85749e-05 -3.55096e-07 -1.88594e-05 8.2103e-07 4.97861e-06 -2.5549e-05 1.16441e-06 -8.20932e-07 8.97308e-07 8.97286e-07 1.24552e-05 -1.57458e-05 -1.57458e-05 1.24552e-05 1.55774e-06 -1.55779e-06 -8.18185e-06 -8.25733e-06 8.76746e-08 3.86746e-07 6.40269e-07 -3.86642e-07 3.55077e-07 -1.8575e-05 1.84599e-05 -1.88594e-05 -2.55489e-05 4.97861e-06 -8.76296e-08 -8.25746e-06 8.18203e-06 -8.8591e-06 -8.63091e-06 -4.35674e-07 1.31543e-05 -5.09974e-06 1.95007e-05 7.55448e-06 2.78911e-06 6.25241e-06 2.05497e-06 -7.456e-06 1.24899e-05 -4.13801e-06 -2.22396e-06
15597.6 -6.59158e-06 -4.21647e-06 2.92608e-06 -7.98898e-06 2.14734e-06 4.67623e-07 1.30191e-05 -7.72054e-06 2.20604e-06 -8.91015e-06 9.14732e-06 1.38229e-05 -1.92361e-05 2.05082e-05 -5.3572e-06 -1.93502e-05 -3.68296e-07 -1.97439e-05 8.55774e-07 5.23388e-06 -2.67638e-05 1.23371e-06 -8.55676e-07 9.46243e-07 9.46221e-07 1.30204e-05 -1.64608e-05 -1.64608e-05 1.30204e-05 1.63415e-06 -1.6342e-06 -8.49785e-06 -8.60197e-06 8.47837e-08 4.13413e-07 6.61564e-07 -4.1331e-07 3.68276e-07 -1.93502e-05 1.92361e-05 -1.97439e-05 -2.67637e-05 5.23387e-06 -8.47397e-08 -8.60209e-06 8.49803e-06 -9.14729e-06 -8.9101e-06 -4.67635e-07 1.3823e-05 -5.35718e-06 2.05082e-05 7.98904e-06 2.92607e-06 6.59168e-06 2.14731e-06 -7.7206e-06 1.30192e-05 -4.21643e-06 -2.20599e-06
15599.9 -6.92729e-06 -4.29177e-06 3.06094e-06 -8.42046e-06 2.23912e-06 5.01731e-07 1.35414e-05 -7.98136e-06 2.18625e-06 -9.18631e-06 9.42952e-06 1.44859e-05 -2.00029e-05 2.15056e-05 -5.61221e-06 -2.01172e-05 -3.83047e-07 -2.06216e-05 8.90198e-07 5.48655e-06 -2.79682e-05 1.30376e-06 -8.901e-07 9.94537e-07 9.94515e-07 1.35817e-05 -1.71701e-05 -1.71702e-05 1.35817e-05 1.70995e-06 -1.71001e-06 -8.80923e-06 -8.94435e-06 8.06952e-08 4.42636e-07 6.80909e-07 -4.42534e-07 3.83027e-07 -2.01173e-05 2.0003e-05 -2.06216e-05 -2.79681e-05 5.48655e-06 -8.06521e-08 -8.94447e-06 8.8094e-06 -9.42948e-06 -9.18627e-06 -5.01742e-07 1.44859e-05 -5.61219e-06 2.15057e-05 8.42051e-06 3.06093e-06 6.92739e-06 2.23909e-06 -7.98142e-06 1.35415e-05 -4.29174e-06 -2.1862e-06
15602.1 -7.25999e-06 -4.36407e-06 3.19504e-06 -8.84763e-06 2.32892e-06 5.34223e-07 1.40571e-05 -8.23758e-06 2.16439e-06 -9.45658e-06 9.70958e-06 1.5141e-05 -2.07639e-05 2.2494e-05 -5.86414e-06 -2.08746e-05 -3.95317e-07 -2.1493e-05 9.23041e-07 5.73746e-06 -2.91619e-05 1.37412e-06 -9.22942e-07 1.04228e-06 1.04225e-06 1.41391e-05 -1.78738e-05 -1.78738e-05 1.41392e-05 1.78518e-06 -1.78524e-06 -9.11772e-06 -9.28181e-06 7.74964e-08 4.69209e-07 7.02091e-07 -4.69108e-07 3.95297e-07 -2.08747e-05 2.0764e-05 -2.1493e-05 -2.91619e-05 5.73746e-06 -7.74543e-08 -9.28193e-06 9.11789e-06 -9.70955e-06 -9.45654e-06 -5.34234e-07 1.51411e-05 -5.86412e-06 2.24941e-05 8.84768e-06 3.19502e-06 7.26008e-06 2.32889e-06 -8.23764e-06 1.40571e-05 -4.36404e-06 -2.16435e-06
15604.4 -7.58974e-06 -4.43332e-06 3.32858e-06 -9.27012e-06 2.41643e-06 5.64282e-07 1.4566e-05 -8.48907e-06 2.14038e-06 -9.72084e-06 9.9882e-06 1.57881e-05 -2.15192e-05 2.34732e-05 -6.11329e-06 -2.16233e-05 -4.05032e-07 -2.23575e-05 9.55065e-07 5.9864e-06 -3.03454e-05 1.44322e-06 -9.54965e-07 1.08999e-06 1.08997e-06 1.46922e-05 -1.85719e-05 -1.85719e-05 1.46922e-05 1.85991e-06 -1.85997e-06 -9.42372e-06 -9.61378e-06 7.57138e-08 4.92109e-07 7.24936e-07 -4.9201e-07 4.05011e-07 -2.16234e-05 2.15193e-05 -2.23574e-05 -3.03454e-05 5.98639e-06 -7.56727e-08 -9.6139e-06 9.42388e-06 -9.98817e-06 -9.72079e-06 -5.64292e-07 1.57881e-05 -6.11327e-06 2.34733e-05 9.27017e-06 3.32857e-06 7.58983e-06 2.41639e-06 -8.48913e-06 1.45661e-05 -4.43328e-06 -2.14033e-06
15606.7 -7.91583e-06 -4.49923e-06 3.46023e-06 -9.6888e-06 2.50289e-06 5.95442e-07 1.50675e-05 -8.73642e-06 2.11431e-06 -9.98178e-06 1.02615e-05 1.64286e-05 -2.22648e-05 2.44415e-05 -6.36023e-06 -2.23649e-05 -4.16202e-07 -2.32138e-05 9.87739e-07 6.23231e-06 -3.15184e-05 1.51101e-06 -9.87639e-07 1.13774e-06 1.13771e-06 1.52407e-05 -1.92643e-05 -1.92643e-05 1.52408e-05 1.9341e-06 -1.93416e-06 -9.72547e-06 -9.94264e-06 7.34104e-08 5.16243e-07 7.45571e-07 -5.16145e-07 4.16181e-07 -2.2365e-05 2.22649e-05 -2.32138e-05 -3.15184e-05 6.23231e-06 -7.33703e-08 -9.94275e-06 9.72563e-06 -1.02615e-05 -9.98173e-06 -5.95452e-07 1.64286e-05 -6.36021e-06 2.44416e-05 9.68885e-06 3.46021e-06 7.91592e-06 2.50286e-06 -8.73648e-06 1.50676e-05 -4.4992e-06 -2.11426e-06
15609 -8.23786e-06 -4.56163e-06 3.58934e-06 -1.01041e-05 2.58885e-06 6.29395e-07 1.55611e-05 -8.97972e-06 2.0862e-06 -1.024e-05 1.05279e-05 1.70627e-05 -2.29993e-05 2.53981e-05 -6.60464e-06 -2.30981e-05 -4.29786e-07 -2.40623e-05 1.02053e-06 6.47506e-06 -3.268e-05 1.57919e-06 -1.02043e-06 1.18493e-06 1.1849e-06 1.57849e-05 -1.99505e-05 -1.99505e-05 1.57849e-05 2.00765e-06 -2.0077e-06 -1.0022e-05 -1.02694e-05 6.95776e-08 5.43811e-07 7.63286e-07 -5.43715e-07 4.29765e-07 -2.30982e-05 2.29994e-05 -2.40623e-05 -3.26799e-05 6.47506e-06 -6.95385e-08 -1.02695e-05 1.00222e-05 -1.05278e-05 -1.02399e-05 -6.29405e-07 1.70628e-05 -6.60462e-06 2.53981e-05 1.01041e-05 3.58932e-06 8.23795e-06 2.58882e-06 -8.97978e-06 1.55611e-05 -4.56159e-06 -2.08615e-06
15611.3 -8.55627e-06 -4.62057e-06 3.71701e-06 -1.05149e-05 2.67314e-06 6.63055e-07 1.6047e-05 -9.21822e-06 2.05586e-06 -1.04927e-05 1.07904e-05 1.76887e-05 -2.37261e-05 2.63438e-05 -6.84566e-06 -2.38207e-05 -4.41966e-07 -2.49038e-05 1.05175e-06 6.71555e-06 -3.38294e-05 1.6483e-06 -1.05165e-06 1.23131e-06 1.23128e-06 1.63248e-05 -2.06304e-05 -2.06304e-05 1.63248e-05 2.08052e-06 -2.08058e-06 -1.03148e-05 -1.05918e-05 6.58836e-08 5.70466e-07 7.81813e-07 -5.70372e-07 4.41944e-07 -2.38208e-05 2.37262e-05 -2.49037e-05 -3.38294e-05 6.71554e-06 -6.58456e-08 -1.05919e-05 1.03149e-05 -1.07904e-05 -1.04926e-05 -6.63065e-07 1.76887e-05 -6.84564e-06 2.63438e-05 1.0515e-05 3.717e-06 8.55636e-06 2.67311e-06 -9.21827e-06 1.60471e-05 -4.62054e-06 -2.05581e-06
15613.6 -8.87139e-06 -4.67614e-06 3.84408e-06 -1.09205e-05 2.75485e-06 6.93971e-07 1.65256e-05 -9.45149e-06 2.02313e-06 -1.07385e-05 1.10516e-05 1.83053e-05 -2.4447e-05 2.72792e-05 -7.08332e-06 -2.45331e-05 -4.50914e-07 -2.57378e-05 1.08158e-06 6.95395e-06 -3.49672e-05 1.71667e-06 -1.08148e-06 1.27743e-06 1.2774e-06 1.68601e-05 -2.1304e-05 -2.13041e-05 1.68601e-05 2.15281e-06 -2.15287e-06 -1.06049e-05 -1.09082e-05 6.37505e-08 5.92949e-07 8.02682e-07 -5.92856e-07 4.50892e-07 -2.45332e-05 2.44471e-05 -2.57378e-05 -3.49672e-05 6.95395e-06 -6.37135e-08 -1.09083e-05 1.0605e-05 -1.10515e-05 -1.07385e-05 -6.93981e-07 1.83054e-05 -7.0833e-06 2.72792e-05 1.09206e-05 3.84406e-06 8.87148e-06 2.75482e-06 -9.45153e-06 1.65256e-05 -4.6761e-06 -2.02308e-06
15615.9 -9.18273e-06 -4.72812e-06 3.96957e-06 -1.13214e-05 2.83484e-06 7.24594e-07 1.69961e-05 -9.67999e-06 1.98808e-06 -1.09799e-05 1.13086e-05 1.8914e-05 -2.51586e-05 2.82029e-05 -7.31837e-06 -2.52374e-05 -4.60041e-07 -2.65632e-05 1.11183e-06 7.18928e-06 -3.60935e-05 1.78318e-06 -1.11173e-06 1.3237e-06 1.32367e-06 1.73904e-05 -2.19715e-05 -2.19716e-05 1.73904e-05 2.22455e-06 -2.2246e-06 -1.08912e-05 -1.12203e-05 6.18874e-08 6.14762e-07 8.22457e-07 -6.1467e-07 4.60018e-07 -2.52375e-05 2.51587e-05 -2.65631e-05 -3.60935e-05 7.18927e-06 -6.18514e-08 -1.12204e-05 1.08913e-05 -1.13086e-05 -1.09798e-05 -7.24603e-07 1.89141e-05 -7.31835e-06 2.82029e-05 1.13214e-05 3.96956e-06 9.18282e-06 2.83481e-06 -9.68004e-06 1.69961e-05 -4.72808e-06 -1.98803e-06
15618.1 -9.48967e-06 -4.77629e-06 4.09236e-06 -1.17184e-05 2.91417e-06 7.57952e-07 1.74581e-05 -9.90413e-06 1.95082e-06 -1.12184e-05 1.15583e-05 1.95157e-05 -2.58581e-05 2.91136e-05 -7.55084e-06 -2.59333e-05 -4.71931e-07 -2.73795e-05 1.14268e-06 7.42098e-06 -3.72075e-05 1.84926e-06 -1.14258e-06 1.36965e-06 1.36962e-06 1.79158e-05 -2.26324e-05 -2.26324e-05 1.79158e-05 2.29561e-06 -2.29567e-06 -1.11721e-05 -1.15299e-05 5.85643e-08 6.39973e-07 8.38806e-07 -6.39883e-07 4.71908e-07 -2.59334e-05 2.58582e-05 -2.73795e-05 -3.72075e-05 7.42098e-06 -5.85294e-08 -1.153e-05 1.11722e-05 -1.15582e-05 -1.12183e-05 -7.57961e-07 1.95157e-05 -7.55082e-06 2.91136e-05 1.17184e-05 4.09234e-06 9.48975e-06 2.91414e-06 -9.90417e-06 1.74581e-05 -4.77625e-06 -1.95077e-06
15620.4 -9.79238e-06 -4.82065e-06 4.21303e-06 -1.21109e-05 2.99218e-06 7.92369e-07 1.79115e-05 -1.01234e-05 1.91122e-06 -1.1452e-05 1.18025e-05 2.01089e-05 -2.65479e-05 3.00118e-05 -7.77977e-06 -2.66181e-05 -4.83732e-07 -2.8188e-05 1.17224e-06 7.64984e-06 -3.83083e-05 1.91654e-06 -1.17213e-06 1.41466e-06 1.41464e-06 1.84365e-05 -2.32863e-05 -2.32863e-05 1.84365e-05 2.36593e-06 -2.36599e-06 -1.14482e-05 -1.18359e-05 5.46244e-08 6.66092e-07 8.54658e-07 -6.66004e-07 4.83708e-07 -2.66182e-05 2.65479e-05 -2.8188e-05 -3.83082e-05 7.64984e-06 -5.45906e-08 -1.1836e-05 1.14483e-05 -1.18025e-05 -1.1452e-05 -7.92377e-07 2.01089e-05 -7.77975e-06 3.00118e-05 1.21109e-05 4.21301e-06 9.79246e-06 2.99215e-06 -1.01234e-05 1.79115e-05 -4.82062e-06 -1.91117e-06
15622.7 -1.00914e-05 -4.86134e-06 4.3328e-06 -1.24978e-05 3.0676e-06 8.24426e-07 1.83567e-05 -1.0337e-05 1.8691e-06 -1.16785e-05 1.20447e-05 2.0692e-05 -2.72309e-05 3.08984e-05 -8.00482e-06 -2.72911e-05 -4.92204e-07 -2.89886e-05 1.19987e-06 7.87646e-06 -3.93958e-05 1.98394e-06 -1.19976e-06 1.45906e-06 1.45903e-06 1.89524e-05 -2.39332e-05 -2.39333e-05 1.89524e-05 2.43556e-06 -2.43562e-06 -1.17212e-05 -1.21357e-05 5.19911e-08 6.88471e-07 8.73009e-07 -6.88385e-07 4.9218e-07 -2.72912e-05 2.72309e-05 -2.89886e-05 -3.93958e-05 7.87645e-06 -5.19583e-08 -1.21358e-05 1.17213e-05 -1.20447e-05 -1.16785e-05 -8.24434e-07 2.0692e-05 -8.0048e-06 3.08984e-05 1.24978e-05 4.33278e-06 1.00914e-05 3.06757e-06 -1.03371e-05 1.83568e-05 -4.86131e-06 -1.86906e-06
15625 -1.03864e-05 -4.89828e-06 4.45129e-06 -1.28792e-05 3.14071e-06 8.54927e-07 1.87936e-05 -1.05453e-05 1.82449e-06 -1.18992e-05 1.22838e-05 2.12657e-05 -2.79052e-05 3.17727e-05 -8.22676e-06 -2.79548e-05 -4.99474e-07 -2.978e-05 1.22741e-06 8.10003e-06 -4.04708e-05 2.04937e-06 -1.22731e-06 1.50358e-06 1.50355e-06 1.94628e-05 -2.45735e-05 -2.45735e-05 1.94628e-05 2.50459e-06 -2.50465e-06 -1.19907e-05 -1.243e-05 5.03171e-08 7.08431e-07 8.91564e-07 -7.08346e-07 4.9945e-07 -2.79549e-05 2.79053e-05 -2.978e-05 -4.04707e-05 8.10003e-06 -5.02853e-08 -1.24301e-05 1.19908e-05 -1.22838e-05 -1.18992e-05 -8.54935e-07 2.12658e-05 -8.22674e-06 3.17727e-05 1.28792e-05 4.45127e-06 1.03865e-05 3.14068e-06 -1.05454e-05 1.87936e-05 -4.89824e-06 -1.82444e-06
15627.3 -1.06769e-05 -4.93123e-06 4.56716e-06 -1.32559e-05 3.21279e-06 8.87436e-07 1.92214e-05 -1.07489e-05 1.77752e-06 -1.21166e-05 1.2516e-05 2.18316e-05 -2.85672e-05 3.26331e-05 -8.44603e-06 -2.861e-05 -5.09261e-07 -3.05615e-05 1.25594e-06 8.31968e-06 -4.15327e-05 2.11338e-06 -1.25584e-06 1.54806e-06 1.54803e-06 1.99677e-05 -2.52067e-05 -2.52067e-05 1.99678e-05 2.57294e-06 -2.573e-06 -1.22549e-05 -1.27212e-05 4.76198e-08 7.30877e-07 9.06775e-07 -7.30794e-07 5.09237e-07 -2.86101e-05 2.85672e-05 -3.05614e-05 -4.15327e-05 8.31968e-06 -4.75891e-08 -1.27213e-05 1.2255e-05 -1.2516e-05 -1.21165e-05 -8.87443e-07 2.18316e-05 -8.44601e-06 3.26331e-05 1.3256e-05 4.56714e-06 1.0677e-05 3.21276e-06 -1.0749e-05 1.92214e-05 -4.93119e-06 -1.77747e-06
15629.6 -1.09626e-05 -4.96013e-06 4.68037e-06 -1.36281e-05 3.28381e-06 9.22033e-07 1.96399e-05 -1.09475e-05 1.72818e-06 -1.23298e-05 1.27413e-05 2.23888e-05 -2.92173e-05 3.34795e-05 -8.66179e-06 -2.92542e-05 -5.20259e-07 -3.13338e-05 1.28374e-06 8.53589e-06 -4.25804e-05 2.17829e-06 -1.28363e-06 1.59167e-06 1.59164e-06 2.04675e-05 -2.58324e-05 -2.58324e-05 2.04675e-05 2.64049e-06 -2.64055e-06 -1.25136e-05 -1.30091e-05 4.37463e-08 7.55679e-07 9.20139e-07 -7.55598e-07 5.20234e-07 -2.92542e-05 2.92174e-05 -3.13338e-05 -4.25804e-05 8.53588e-06 -4.37166e-08 -1.30092e-05 1.25137e-05 -1.27413e-05 -1.23297e-05 -9.22041e-07 2.23889e-05 -8.66177e-06 3.34796e-05 1.36281e-05 4.68036e-06 1.09627e-05 3.28378e-06 -1.09476e-05 1.96399e-05 -4.96009e-06 -1.72813e-06
15631.8 -1.12441e-05 -4.98512e-06 4.79219e-06 -1.39945e-05 3.35248e-06 9.55214e-07 2.00495e-05 -1.11404e-05 1.6763e-06 -1.25359e-05 1.29634e-05 2.29356e-05 -2.98595e-05 3.4313e-05 -8.87328e-06 -2.98853e-05 -5.28432e-07 -3.20979e-05 1.30927e-06 8.74956e-06 -4.36135e-05 2.24418e-06 -1.30916e-06 1.6343e-06 1.63427e-06 2.09621e-05 -2.64504e-05 -2.64504e-05 2.09621e-05 2.70723e-06 -2.70729e-06 -1.27684e-05 -1.32912e-05 4.06135e-08 7.7795e-07 9.35567e-07 -7.77871e-07 5.28407e-07 -2.98854e-05 2.98595e-05 -3.20979e-05 -4.36135e-05 8.74956e-06 -4.05849e-08 -1.32913e-05 1.27685e-05 -1.29634e-05 -1.25358e-05 -9.55221e-07 2.29356e-05 -8.87326e-06 3.43131e-05 1.39946e-05 4.79217e-06 1.12441e-05 3.35245e-06 -1.11404e-05 2.00495e-05 -4.98508e-06 -1.67625e-06
15634.1 -1.15214e-05 -5.00625e-06 4.90289e-06 -1.43548e-05 3.41844e-06 9.86022e-07 2.04504e-05 -1.13274e-05 1.62183e-06 -1.27351e-05 1.3183e-05 2.34717e-05 -3.04933e-05 3.51336e-05 -9.08109e-06 -3.05054e-05 -5.34182e-07 -3.28525e-05 1.33397e-06 8.9603e-06 -4.46327e-05 2.3086e-06 -1.33387e-06 1.67681e-06 1.67678e-06 2.1451e-05 -2.7061e-05 -2.7061e-05 2.1451e-05 2.77329e-06 -2.77335e-06 -1.30197e-05 -1.35669e-05 3.88535e-08 7.9662e-07 9.52421e-07 -7.96542e-07 5.34157e-07 -3.05055e-05 3.04934e-05 -3.28524e-05 -4.46326e-05 8.9603e-06 -3.88259e-08 -1.3567e-05 1.30198e-05 -1.3183e-05 -1.2735e-05 -9.86029e-07 2.34718e-05 -9.08106e-06 3.51336e-05 1.43549e-05 4.90287e-06 1.15215e-05 3.41841e-06 -1.13275e-05 2.04504e-05 -5.00621e-06 -1.62178e-06
15636.4 -1.17941e-05 -5.02333e-06 5.01124e-06 -1.47098e-05 3.48286e-06 1.01766e-06 2.08418e-05 -1.15093e-05 1.56493e-06 -1.29302e-05 1.33966e-05 2.3999e-05 -3.11149e-05 3.59397e-05 -9.28603e-06 -3.11167e-05 -5.41643e-07 -3.35962e-05 1.35977e-06 9.16698e-06 -4.56381e-05 2.37072e-06 -1.35966e-06 1.71953e-06 1.7195e-06 2.19337e-05 -2.76641e-05 -2.76642e-05 2.19337e-05 2.83866e-06 -2.83872e-06 -1.32661e-05 -1.38384e-05 3.67403e-08 8.16243e-07 9.66606e-07 -8.16168e-07 5.41617e-07 -3.11168e-05 3.1115e-05 -3.35961e-05 -4.56381e-05 9.16698e-06 -3.67139e-08 -1.38385e-05 1.32662e-05 -1.33966e-05 -1.29301e-05 -1.01767e-06 2.39991e-05 -9.28601e-06 3.59398e-05 1.47098e-05 5.01123e-06 1.17941e-05 3.48283e-06 -1.15094e-05 2.08418e-05 -5.02329e-06 -1.56488e-06
15638.7 -1.20616e-05 -5.03624e-06 5.11662e-06 -1.50598e-05 3.54632e-06 1.05184e-06 2.12233e-05 -1.16862e-05 1.50567e-06 -1.31215e-05 1.36025e-05 2.45176e-05 -3.17233e-05 3.67307e-05 -9.48761e-06 -3.17174e-05 -5.51337e-07 -3.43295e-05 1.38559e-06 9.36966e-06 -4.66286e-05 2.43288e-06 -1.38549e-06 1.76161e-06 1.76158e-06 2.24106e-05 -2.82593e-05 -2.82593e-05 2.24107e-05 2.90319e-06 -2.90325e-06 -1.35064e-05 -1.41066e-05 3.32235e-08 8.38963e-07 9.77823e-07 -8.3889e-07 5.51311e-07 -3.17174e-05 3.17233e-05 -3.43295e-05 -4.66286e-05 9.36966e-06 -3.31981e-08 -1.41067e-05 1.35065e-05 -1.36024e-05 -1.31215e-05 -1.05185e-06 2.45176e-05 -9.48759e-06 3.67307e-05 1.50598e-05 5.1166e-06 1.20616e-05 3.54629e-06 -1.16862e-05 2.12233e-05 -5.0362e-06 -1.50562e-06
15641 -1.23243e-05 -5.04509e-06 5.22001e-06 -1.5404e-05 3.6078e-06 1.08583e-06 2.15954e-05 -1.18573e-05 1.44394e-06 -1.33063e-05 1.38036e-05 2.50255e-05 -3.23218e-05 3.75075e-05 -9.68473e-06 -3.23043e-05 -5.59225e-07 -3.50539e-05 1.40917e-06 9.56941e-06 -4.76032e-05 2.49659e-06 -1.40906e-06 1.80247e-06 1.80244e-06 2.2882e-05 -2.8846e-05 -2.8846e-05 2.28821e-05 2.96682e-06 -2.96688e-06 -1.37419e-05 -1.43696e-05 2.97384e-08 8.60794e-07 9.90132e-07 -8.60722e-07 5.59199e-07 -3.23043e-05 3.23219e-05 -3.50538e-05 -4.76032e-05 9.56941e-06 -2.97141e-08 -1.43697e-05 1.3742e-05 -1.38036e-05 -1.33063e-05 -1.08583e-06 2.50255e-05 -9.68471e-06 3.75075e-05 1.5404e-05 5.21999e-06 1.23243e-05 3.60777e-06 -1.18573e-05 2.15954e-05 -5.04505e-06 -1.4439e-06
15643.3 -1.25826e-05 -5.05004e-06 5.32224e-06 -1.57417e-05 3.66643e-06 1.11724e-06 2.19582e-05 -1.20222e-05 1.37966e-06 -1.34834e-05 1.40023e-05 2.55219e-05 -3.29121e-05 3.82706e-05 -9.87758e-06 -3.28783e-05 -5.6387e-07 -3.57685e-05 1.43105e-06 9.76631e-06 -4.85625e-05 2.55978e-06 -1.43095e-06 1.84282e-06 1.84278e-06 2.33475e-05 -2.94246e-05 -2.94246e-05 2.33475e-05 3.02965e-06 -3.02971e-06 -1.39737e-05 -1.46257e-05 2.76755e-08 8.78652e-07 1.00475e-06 -8.78583e-07 5.63843e-07 -3.28784e-05 3.29122e-05 -3.57684e-05 -4.85624e-05 9.7663e-06 -2.76523e-08 -1.46258e-05 1.39738e-05 -1.40022e-05 -1.34834e-05 -1.11725e-06 2.5522e-05 -9.87756e-06 3.82707e-05 1.57417e-05 5.32222e-06 1.25826e-05 3.6664e-06 -1.20222e-05 2.19582e-05 -5.05e-06 -1.37961e-06
