# t  J_bond_sc_0  J_bond_sc_1  J_bond_sc_2  J_bond_sc_3  J_bond_sc_4  J_bond_sc_5  J_bond_sc_6  J_bond_sc_7  J_bond_sc_8  J_bond_sc_9  J_bond_sc_10  J_bond_sc_11  J_bond_sc_12  J_bond_sc_13  J_bond_sc_14  J_bond_sc_15  J_bond_sc_16  J_bond_sc_17  J_bond_sc_18  J_bond_sc_19  J_bond_sc_20  J_bond_sc_21  J_bond_sc_22  J_bond_sc_23  J_bond_sc_24  J_bond_sc_25  J_bond_sc_26  J_bond_sc_27  J_bond_sc_28  J_bond_sc_29  J_bond_sc_30  J_bond_sc_31  J_bond_sc_32  J_bond_sc_33  J_bond_sc_34  J_bond_sc_35  J_bond_sc_36  J_bond_sc_37  J_bond_sc_38  J_bond_sc_39  J_bond_sc_40  J_bond_sc_41  J_bond_sc_42  J_bond_sc_43  J_bond_sc_44  J_bond_sc_45  J_bond_sc_46  J_bond_sc_47  J_bond_sc_48  J_bond_sc_49  J_bond_sc_50  J_bond_sc_51  J_bond_sc_52  J_bond_sc_53  J_bond_sc_54  J_bond_sc_55  J_bond_sc_56  J_bond_sc_57  J_bond_sc_58  J_bond_sc_59
15645.6 -1.28361e-05 -5.05098e-06 5.42248e-06 -1.60733e-05 3.723e-06 1.14818e-06 2.23115e-05 -1.21816e-05 1.31293e-06 -1.36553e-05 1.4196e-05 2.60084e-05 -3.34907e-05 3.9019e-05 -1.00672e-05 -3.34428e-05 -5.69e-07 -3.64716e-05 1.45376e-06 9.95919e-06 -4.95071e-05 2.62025e-06 -1.45366e-06 1.88343e-06 1.8834e-06 2.38062e-05 -2.99952e-05 -2.99952e-05 2.38063e-05 3.09175e-06 -3.09181e-06 -1.42009e-05 -1.48764e-05 2.59739e-08 8.95714e-07 1.01785e-06 -8.95646e-07 5.68973e-07 -3.34428e-05 3.34908e-05 -3.64716e-05 -4.95071e-05 9.95918e-06 -2.59518e-08 -1.48765e-05 1.4201e-05 -1.4196e-05 -1.36553e-05 -1.14819e-06 2.60084e-05 -1.00672e-05 3.9019e-05 1.60733e-05 5.42246e-06 1.28361e-05 3.72297e-06 -1.21816e-05 2.23115e-05 -5.05094e-06 -1.31289e-06
15647.8 -1.30842e-05 -5.04777e-06 5.51967e-06 -1.63995e-05 3.7785e-06 1.18147e-06 2.26545e-05 -1.23358e-05 1.24393e-06 -1.38236e-05 1.43818e-05 2.64858e-05 -3.40551e-05 3.97515e-05 -1.02537e-05 -3.39971e-05 -5.76899e-07 -3.71632e-05 1.47728e-06 1.01476e-05 -5.04363e-05 2.67955e-06 -1.47718e-06 1.92379e-06 1.92375e-06 2.42584e-05 -3.05573e-05 -3.05573e-05 2.42584e-05 3.15301e-06 -3.15307e-06 -1.44219e-05 -1.51235e-05 2.30085e-08 9.15763e-07 1.02733e-06 -9.15697e-07 5.76871e-07 -3.39971e-05 3.40552e-05 -3.71632e-05 -5.04363e-05 1.01476e-05 -2.29875e-08 -1.51236e-05 1.44219e-05 -1.43818e-05 -1.38236e-05 -1.18147e-06 2.64859e-05 -1.02537e-05 3.97515e-05 1.63995e-05 5.51966e-06 1.30842e-05 3.77847e-06 -1.23358e-05 2.26545e-05 -5.04773e-06 -1.24389e-06
15650.1 -1.3327e-05 -5.04046e-06 5.61433e-06 -1.67199e-05 3.83241e-06 1.21571e-06 2.29875e-05 -1.24842e-05 1.17261e-06 -1.39861e-05 1.45615e-05 2.69528e-05 -3.46078e-05 4.04686e-05 -1.04358e-05 -3.45376e-05 -5.84334e-07 -3.78447e-05 1.499e-06 1.03326e-05 -5.13487e-05 2.74035e-06 -1.49889e-06 1.96288e-06 1.96284e-06 2.47046e-05 -3.11104e-05 -3.11105e-05 2.47046e-05 3.21328e-06 -3.21335e-06 -1.46371e-05 -1.53658e-05 1.94175e-08 9.36574e-07 1.03657e-06 -9.3651e-07 5.84306e-07 -3.45377e-05 3.46079e-05 -3.78446e-05 -5.13486e-05 1.03326e-05 -1.93976e-08 -1.53659e-05 1.46372e-05 -1.45614e-05 -1.39861e-05 -1.21572e-06 2.69528e-05 -1.04358e-05 4.04686e-05 1.67199e-05 5.61432e-06 1.33271e-05 3.83238e-06 -1.24843e-05 2.29875e-05 -5.04042e-06 -1.17257e-06
15652.4 -1.3565e-05 -5.02926e-06 5.70757e-06 -1.70336e-05 3.88359e-06 1.2478e-06 2.33108e-05 -1.26265e-05 1.09888e-06 -1.41406e-05 1.4738e-05 2.74078e-05 -3.51517e-05 4.11713e-05 -1.06131e-05 -3.50637e-05 -5.88277e-07 -3.85162e-05 1.51826e-06 1.05148e-05 -5.22442e-05 2.80179e-06 -1.51816e-06 2.00097e-06 2.00094e-06 2.51445e-05 -3.16546e-05 -3.16546e-05 2.51445e-05 3.27262e-06 -3.27269e-06 -1.48481e-05 -1.56012e-05 1.69512e-08 9.5388e-07 1.04844e-06 -9.53818e-07 5.88248e-07 -3.50637e-05 3.51517e-05 -3.85162e-05 -5.22442e-05 1.05148e-05 -1.69324e-08 -1.56013e-05 1.48482e-05 -1.4738e-05 -1.41406e-05 -1.2478e-06 2.74078e-05 -1.0613e-05 4.11713e-05 1.70336e-05 5.70756e-06 1.35651e-05 3.88356e-06 -1.26265e-05 2.33108e-05 -5.02922e-06 -1.09883e-06
15654.7 -1.37982e-05 -5.01418e-06 5.79913e-06 -1.73404e-05 3.93228e-06 1.2783e-06 2.36244e-05 -1.27627e-05 1.0228e-06 -1.42887e-05 1.49106e-05 2.78518e-05 -3.56846e-05 4.18589e-05 -1.07867e-05 -3.55786e-05 -5.91291e-07 -3.9176e-05 1.53765e-06 1.06931e-05 -5.3124e-05 2.86076e-06 -1.53755e-06 2.03918e-06 2.03914e-06 2.55773e-05 -3.21901e-05 -3.21901e-05 2.55773e-05 3.33116e-06 -3.33122e-06 -1.50546e-05 -1.58301e-05 1.54191e-08 9.68842e-07 1.06021e-06 -9.68783e-07 5.91263e-07 -3.55787e-05 3.56846e-05 -3.9176e-05 -5.3124e-05 1.06931e-05 -1.54014e-08 -1.58301e-05 1.50547e-05 -1.49105e-05 -1.42887e-05 -1.27831e-06 2.78518e-05 -1.07867e-05 4.1859e-05 1.73405e-05 5.79911e-06 1.37982e-05 3.93225e-06 -1.27627e-05 2.36244e-05 -5.01414e-06 -1.02276e-06
15657 -1.40258e-05 -4.99509e-06 5.88781e-06 -1.76414e-05 3.97963e-06 1.3104e-06 2.39277e-05 -1.28936e-05 9.4457e-07 -1.4433e-05 1.50757e-05 2.82863e-05 -3.62029e-05 4.25303e-05 -1.09572e-05 -3.60838e-05 -5.97e-07 -3.9823e-05 1.55844e-06 1.08667e-05 -5.3988e-05 2.91731e-06 -1.55834e-06 2.0775e-06 2.07746e-06 2.60028e-05 -3.27167e-05 -3.27168e-05 2.60029e-05 3.38885e-06 -3.38892e-06 -1.52551e-05 -1.60546e-05 1.30642e-08 9.85919e-07 1.06835e-06 -9.85862e-07 5.96971e-07 -3.60839e-05 3.62029e-05 -3.9823e-05 -5.39879e-05 1.08667e-05 -1.30477e-08 -1.60547e-05 1.52551e-05 -1.50756e-05 -1.44329e-05 -1.3104e-06 2.82863e-05 -1.09572e-05 4.25303e-05 1.76414e-05 5.88779e-06 1.40258e-05 3.97961e-06 -1.28936e-05 2.39277e-05 -4.99505e-06 -9.44527e-07
15659.3 -1.42477e-05 -4.972e-06 5.97355e-06 -1.79365e-05 4.0257e-06 1.34426e-06 2.42205e-05 -1.30189e-05 8.6425e-07 -1.45722e-05 1.52333e-05 2.87105e-05 -3.67077e-05 4.31854e-05 -1.11236e-05 -3.65758e-05 -6.03647e-07 -4.04587e-05 1.57826e-06 1.10364e-05 -5.48344e-05 2.97464e-06 -1.57816e-06 2.11476e-06 2.11472e-06 2.64216e-05 -3.32338e-05 -3.32339e-05 2.64217e-05 3.44552e-06 -3.44558e-06 -1.54491e-05 -1.62747e-05 9.64129e-09 1.00503e-06 1.0748e-06 -1.00497e-06 6.03618e-07 -3.65759e-05 3.67077e-05 -4.04586e-05 -5.48344e-05 1.10364e-05 -9.6259e-09 -1.62748e-05 1.54492e-05 -1.52333e-05 -1.45722e-05 -1.34427e-06 2.87105e-05 -1.11236e-05 4.31854e-05 1.79365e-05 5.97353e-06 1.42477e-05 4.02567e-06 -1.30189e-05 2.42205e-05 -4.97196e-06 -8.64207e-07
15661.6 -1.44644e-05 -4.9451e-06 6.05747e-06 -1.82247e-05 4.06934e-06 1.37682e-06 2.45034e-05 -1.3138e-05 7.81759e-07 -1.47036e-05 1.53869e-05 2.91227e-05 -3.72026e-05 4.38252e-05 -1.12849e-05 -3.70522e-05 -6.07195e-07 -4.1084e-05 1.59521e-06 1.1203e-05 -5.56628e-05 3.03355e-06 -1.59511e-06 2.15061e-06 2.15057e-06 2.68339e-05 -3.37412e-05 -3.37412e-05 2.68339e-05 3.50111e-06 -3.50118e-06 -1.56381e-05 -1.64881e-05 6.80659e-09 1.02175e-06 1.08356e-06 -1.0217e-06 6.07166e-07 -3.70522e-05 3.72026e-05 -4.1084e-05 -5.56628e-05 1.1203e-05 -6.79232e-09 -1.64882e-05 1.56382e-05 -1.53869e-05 -1.47036e-05 -1.37682e-06 2.91227e-05 -1.12849e-05 4.38252e-05 1.82248e-05 6.05745e-06 1.44644e-05 4.06931e-06 -1.3138e-05 2.45034e-05 -4.94506e-06 -7.81717e-07
15663.8 -1.4676e-05 -4.91452e-06 6.13987e-06 -1.85058e-05 4.11025e-06 1.40713e-06 2.47763e-05 -1.32508e-05 6.97121e-07 -1.48277e-05 1.5537e-05 2.9523e-05 -3.76871e-05 4.44498e-05 -1.1442e-05 -3.75155e-05 -6.08491e-07 -4.16974e-05 1.61126e-06 1.13661e-05 -5.64741e-05 3.09091e-06 -1.61116e-06 2.18617e-06 2.18613e-06 2.72387e-05 -3.42391e-05 -3.42391e-05 2.72388e-05 3.5558e-06 -3.55587e-06 -1.58226e-05 -1.66942e-05 5.20701e-09 1.03513e-06 1.0936e-06 -1.03508e-06 6.08461e-07 -3.75156e-05 3.76871e-05 -4.16974e-05 -5.64741e-05 1.13661e-05 -5.19388e-09 -1.66942e-05 1.58227e-05 -1.5537e-05 -1.48276e-05 -1.40713e-06 2.9523e-05 -1.1442e-05 4.44499e-05 1.85058e-05 6.13985e-06 1.46761e-05 4.11022e-06 -1.32508e-05 2.47763e-05 -4.91448e-06 -6.97079e-07
15666.1 -1.48821e-05 -4.88019e-06 6.2197e-06 -1.87803e-05 4.14946e-06 1.43794e-06 2.5039e-05 -1.33581e-05 6.10529e-07 -1.49472e-05 1.56805e-05 2.99132e-05 -3.81573e-05 4.5058e-05 -1.15959e-05 -3.7969e-05 -6.11787e-07 -4.22973e-05 1.62887e-06 1.15244e-05 -5.7269e-05 3.14499e-06 -1.62877e-06 2.22209e-06 2.22205e-06 2.76356e-05 -3.47277e-05 -3.47277e-05 2.76357e-05 3.60962e-06 -3.60968e-06 -1.60012e-05 -1.6895e-05 3.38686e-09 1.04925e-06 1.10065e-06 -1.0492e-06 6.11757e-07 -3.79691e-05 3.81573e-05 -4.22972e-05 -5.7269e-05 1.15244e-05 -3.37486e-09 -1.6895e-05 1.60013e-05 -1.56805e-05 -1.49471e-05 -1.43794e-06 2.99132e-05 -1.15959e-05 4.5058e-05 1.87803e-05 6.21968e-06 1.48821e-05 4.14944e-06 -1.33581e-05 2.50389e-05 -4.88015e-06 -6.10488e-07
15668.4 -1.50822e-05 -4.84206e-06 6.2964e-06 -1.90487e-05 4.18753e-06 1.47081e-06 2.5291e-05 -1.34599e-05 5.22125e-07 -1.50623e-05 1.58159e-05 3.02934e-05 -3.86125e-05 4.56493e-05 -1.1746e-05 -3.84103e-05 -6.17203e-07 -4.28843e-05 1.64659e-06 1.16783e-05 -5.80461e-05 3.19854e-06 -1.64649e-06 2.25734e-06 2.2573e-06 2.8025e-05 -3.52063e-05 -3.52064e-05 2.8025e-05 3.66239e-06 -3.66246e-06 -1.61731e-05 -1.70913e-05 3.60829e-10 1.06601e-06 1.10476e-06 -1.06597e-06 6.17173e-07 -3.84104e-05 3.86125e-05 -4.28843e-05 -5.8046e-05 1.16783e-05 -3.49969e-10 -1.70913e-05 1.61731e-05 -1.58159e-05 -1.50623e-05 -1.47082e-06 3.02934e-05 -1.1746e-05 4.56493e-05 1.90487e-05 6.29638e-06 1.50822e-05 4.1875e-06 -1.34599e-05 2.52909e-05 -4.84202e-06 -5.22085e-07
15670.7 -1.52767e-05 -4.8003e-06 6.37083e-06 -1.93103e-05 4.22358e-06 1.5034e-06 2.55327e-05 -1.35556e-05 4.31881e-07 -1.51702e-05 1.5946e-05 3.06617e-05 -3.90563e-05 4.62245e-05 -1.1891e-05 -3.88356e-05 -6.20494e-07 -4.34603e-05 1.66152e-06 1.18288e-05 -5.88041e-05 3.25406e-06 -1.66141e-06 2.29099e-06 2.29095e-06 2.84073e-05 -3.56745e-05 -3.56745e-05 2.84073e-05 3.71401e-06 -3.71407e-06 -1.63391e-05 -1.72814e-05 -2.69311e-09 1.08187e-06 1.11026e-06 -1.08182e-06 6.20464e-07 -3.88356e-05 3.90563e-05 -4.34603e-05 -5.8804e-05 1.18288e-05 2.70283e-09 -1.72814e-05 1.63391e-05 -1.59459e-05 -1.51702e-05 -1.5034e-06 3.06617e-05 -1.1891e-05 4.62245e-05 1.93103e-05 6.37081e-06 1.52767e-05 4.22356e-06 -1.35556e-05 2.55327e-05 -4.80026e-06 -4.3184e-07
15673 -1.54658e-05 -4.75512e-06 6.44373e-06 -1.95644e-05 4.25689e-06 1.53361e-06 2.57644e-05 -1.36449e-05 3.39784e-07 -1.52701e-05 1.60726e-05 3.10175e-05 -3.94898e-05 4.67843e-05 -1.20312e-05 -3.92458e-05 -6.20574e-07 -4.40245e-05 1.67443e-06 1.1976e-05 -5.95436e-05 3.30937e-06 -1.67433e-06 2.3238e-06 2.32376e-06 2.87821e-05 -3.61324e-05 -3.61324e-05 2.87821e-05 3.76456e-06 -3.76463e-06 -1.65002e-05 -1.74637e-05 -4.52843e-09 1.09409e-06 1.11809e-06 -1.09404e-06 6.20544e-07 -3.92459e-05 3.94899e-05 -4.40244e-05 -5.95436e-05 1.1976e-05 4.537e-09 -1.74638e-05 1.65003e-05 -1.60725e-05 -1.527e-05 -1.53361e-06 3.10175e-05 -1.20312e-05 4.67843e-05 1.95644e-05 6.44371e-06 1.54659e-05 4.25687e-06 -1.36449e-05 2.57644e-05 -4.75507e-06 -3.39744e-07
15675.3 -1.56494e-05 -4.70651e-06 6.51441e-06 -1.98114e-05 4.28815e-06 1.5632e-06 2.59859e-05 -1.37285e-05 2.46002e-07 -1.53644e-05 1.61935e-05 3.13626e-05 -3.99097e-05 4.73277e-05 -1.2168e-05 -3.96453e-05 -6.21465e-07 -4.45745e-05 1.68851e-06 1.21187e-05 -6.02659e-05 3.36124e-06 -1.68841e-06 2.35694e-06 2.3569e-06 2.91484e-05 -3.65804e-05 -3.65805e-05 2.91484e-05 3.81419e-06 -3.81426e-06 -1.66558e-05 -1.76397e-05 -5.98708e-09 1.10553e-06 1.12412e-06 -1.10548e-06 6.21434e-07 -3.96454e-05 3.99098e-05 -4.45745e-05 -6.02659e-05 1.21187e-05 5.9945e-09 -1.76397e-05 1.66558e-05 -1.61935e-05 -1.53644e-05 -1.5632e-06 3.13626e-05 -1.2168e-05 4.73277e-05 1.98114e-05 6.5144e-06 1.56494e-05 4.28812e-06 -1.37285e-05 2.59859e-05 -4.70647e-06 -2.45963e-07
15677.6 -1.58269e-05 -4.65444e-06 6.58199e-06 -2.0052e-05 4.31823e-06 1.5946e-06 2.61968e-05 -1.38067e-05 1.50732e-07 -1.54548e-05 1.63063e-05 3.16977e-05 -4.03138e-05 4.78538e-05 -1.23014e-05 -4.00337e-05 -6.25181e-07 -4.51104e-05 1.70374e-06 1.22564e-05 -6.09703e-05 3.41102e-06 -1.70364e-06 2.38992e-06 2.38987e-06 2.95063e-05 -3.70182e-05 -3.70182e-05 2.95063e-05 3.8628e-06 -3.86287e-06 -1.68045e-05 -1.78109e-05 -8.48416e-09 1.1195e-06 1.12644e-06 -1.11946e-06 6.2515e-07 -4.00338e-05 4.03138e-05 -4.51104e-05 -6.09702e-05 1.22564e-05 8.49044e-09 -1.78109e-05 1.68045e-05 -1.63063e-05 -1.54548e-05 -1.5946e-06 3.16977e-05 -1.23013e-05 4.78538e-05 2.0052e-05 6.58197e-06 1.58269e-05 4.31821e-06 -1.38067e-05 2.61967e-05 -4.6544e-06 -1.50694e-07
15679.8 -1.59983e-05 -4.59902e-06 6.6469e-06 -2.02858e-05 4.34671e-06 1.62664e-06 2.63972e-05 -1.38791e-05 5.40137e-08 -1.55388e-05 1.64125e-05 3.20214e-05 -4.07047e-05 4.83633e-05 -1.24299e-05 -4.04064e-05 -6.28146e-07 -4.56342e-05 1.71683e-06 1.23904e-05 -6.16549e-05 3.46237e-06 -1.71673e-06 2.42137e-06 2.42132e-06 2.98566e-05 -3.74449e-05 -3.74449e-05 2.98566e-05 3.91017e-06 -3.91024e-06 -1.69466e-05 -1.79763e-05 -1.15441e-08 1.13399e-06 1.12879e-06 -1.13396e-06 6.28115e-07 -4.04065e-05 4.07047e-05 -4.56341e-05 -6.16549e-05 1.23904e-05 1.15492e-08 -1.79764e-05 1.69466e-05 -1.64124e-05 -1.55388e-05 -1.62664e-06 3.20214e-05 -1.24298e-05 4.83633e-05 2.02858e-05 6.64688e-06 1.59984e-05 4.34668e-06 -1.38791e-05 2.63971e-05 -4.59898e-06 -5.39756e-08
15682.1 -1.61642e-05 -4.54048e-06 6.71011e-06 -2.05121e-05 4.37263e-06 1.65666e-06 2.65875e-05 -1.39451e-05 -4.41765e-08 -1.56145e-05 1.65148e-05 3.23324e-05 -4.10851e-05 4.8857e-05 -1.25531e-05 -4.07626e-05 -6.27522e-07 -4.6146e-05 1.727e-06 1.25213e-05 -6.23198e-05 3.51487e-06 -1.7269e-06 2.45141e-06 2.45137e-06 3.01991e-05 -3.78605e-05 -3.78605e-05 3.01991e-05 3.95634e-06 -3.95641e-06 -1.70833e-05 -1.8134e-05 -1.36782e-08 1.14529e-06 1.13393e-06 -1.14526e-06 6.27491e-07 -4.07626e-05 4.10851e-05 -4.6146e-05 -6.23198e-05 1.25213e-05 1.36822e-08 -1.8134e-05 1.70833e-05 -1.65147e-05 -1.56144e-05 -1.65666e-06 3.23324e-05 -1.25531e-05 4.8857e-05 2.05121e-05 6.71009e-06 1.61643e-05 4.3726e-06 -1.39451e-05 2.65875e-05 -4.54044e-06 4.42141e-08
15684.4 -1.63245e-05 -4.47892e-06 6.7714e-06 -2.07309e-05 4.39622e-06 1.68515e-06 2.67678e-05 -1.40052e-05 -1.43715e-07 -1.56837e-05 1.66123e-05 3.26319e-05 -4.14526e-05 4.93345e-05 -1.26725e-05 -4.11063e-05 -6.26255e-07 -4.66437e-05 1.7374e-06 1.26479e-05 -6.29664e-05 3.56458e-06 -1.7373e-06 2.48148e-06 2.48143e-06 3.05328e-05 -3.82656e-05 -3.82656e-05 3.05328e-05 4.0015e-06 -4.00157e-06 -1.72146e-05 -1.82844e-05 -1.49885e-08 1.15449e-06 1.13878e-06 -1.15446e-06 6.26224e-07 -4.11064e-05 4.14527e-05 -4.66437e-05 -6.29664e-05 1.26479e-05 1.49913e-08 -1.82844e-05 1.72146e-05 -1.66123e-05 -1.56836e-05 -1.68515e-06 3.26319e-05 -1.26724e-05 4.93345e-05 2.07309e-05 6.77139e-06 1.63245e-05 4.3962e-06 -1.40052e-05 2.67677e-05 -4.47888e-06 1.43752e-07
15686.7 -1.64786e-05 -4.4143e-06 6.82979e-06 -2.09427e-05 4.41849e-06 1.71477e-06 2.69375e-05 -1.406e-05 -2.44379e-07 -1.57488e-05 1.67021e-05 3.29214e-05 -4.18041e-05 4.97946e-05 -1.27886e-05 -4.14397e-05 -6.27878e-07 -4.71262e-05 1.74965e-06 1.27694e-05 -6.35949e-05 3.61086e-06 -1.74955e-06 2.5118e-06 2.51176e-06 3.08573e-05 -3.866e-05 -3.866e-05 3.08573e-05 4.04563e-06 -4.0457e-06 -1.73391e-05 -1.84294e-05 -1.69421e-08 1.16547e-06 1.13983e-06 -1.16544e-06 6.27847e-07 -4.14397e-05 4.18041e-05 -4.71261e-05 -6.35948e-05 1.27694e-05 1.69437e-08 -1.84294e-05 1.73392e-05 -1.67021e-05 -1.57488e-05 -1.71477e-06 3.29214e-05 -1.27886e-05 4.97946e-05 2.09427e-05 6.82977e-06 1.64787e-05 4.41847e-06 -1.40599e-05 2.69375e-05 -4.41426e-06 2.44415e-07
15689 -1.66266e-05 -4.3467e-06 6.88524e-06 -2.11479e-05 4.43948e-06 1.74564e-06 2.70968e-05 -1.41092e-05 -3.46061e-07 -1.58086e-05 1.67843e-05 3.32001e-05 -4.21407e-05 5.02376e-05 -1.29004e-05 -4.17585e-05 -6.3025e-07 -4.75951e-05 1.7609e-06 1.28866e-05 -6.42035e-05 3.65753e-06 -1.7608e-06 2.54097e-06 2.54093e-06 3.11735e-05 -3.9043e-05 -3.9043e-05 3.11735e-05 4.08852e-06 -4.08859e-06 -1.74566e-05 -1.85689e-05 -1.97921e-08 1.17807e-06 1.13938e-06 -1.17804e-06 6.30219e-07 -4.17586e-05 4.21407e-05 -4.7595e-05 -6.42034e-05 1.28866e-05 1.97926e-08 -1.85689e-05 1.74566e-05 -1.67843e-05 -1.58085e-05 -1.74564e-06 3.32001e-05 -1.29004e-05 5.02376e-05 2.11479e-05 6.88522e-06 1.66266e-05 4.43946e-06 -1.41092e-05 2.70967e-05 -4.34666e-06 3.46097e-07
15691.3 -1.67686e-05 -4.27634e-06 6.93871e-06 -2.13455e-05 4.45824e-06 1.77519e-06 2.7246e-05 -1.41523e-05 -4.48772e-07 -1.58603e-05 1.68619e-05 3.34661e-05 -4.2466e-05 5.06646e-05 -1.30067e-05 -4.20599e-05 -6.29337e-07 -4.80517e-05 1.76878e-06 1.30007e-05 -6.47912e-05 3.70628e-06 -1.76868e-06 2.56833e-06 2.56828e-06 3.14815e-05 -3.94142e-05 -3.94142e-05 3.14815e-05 4.13008e-06 -4.13015e-06 -1.75681e-05 -1.8701e-05 -2.21794e-08 1.18845e-06 1.1415e-06 -1.18842e-06 6.29305e-07 -4.20599e-05 4.24661e-05 -4.80517e-05 -6.47911e-05 1.30007e-05 2.21787e-08 -1.8701e-05 1.75682e-05 -1.68618e-05 -1.58602e-05 -1.77519e-06 3.34661e-05 -1.30067e-05 5.06645e-05 2.13455e-05 6.9387e-06 1.67686e-05 4.45822e-06 -1.41522e-05 2.72459e-05 -4.2763e-06 4.48807e-07
15693.5 -1.69049e-05 -4.20339e-06 6.99046e-06 -2.15353e-05 4.47456e-06 1.80266e-06 2.73852e-05 -1.41893e-05 -5.52433e-07 -1.59046e-05 1.69352e-05 3.37201e-05 -4.27793e-05 5.10754e-05 -1.31086e-05 -4.23468e-05 -6.26365e-07 -4.84945e-05 1.77562e-06 1.31109e-05 -6.53594e-05 3.75356e-06 -1.77552e-06 2.59515e-06 2.5951e-06 3.17807e-05 -3.97741e-05 -3.97741e-05 3.17807e-05 4.17049e-06 -4.17056e-06 -1.76742e-05 -1.88252e-05 -2.35343e-08 1.19588e-06 1.14482e-06 -1.19586e-06 6.26334e-07 -4.23468e-05 4.27794e-05 -4.84945e-05 -6.53594e-05 1.31109e-05 2.35324e-08 -1.88252e-05 1.76742e-05 -1.69352e-05 -1.59045e-05 -1.80266e-06 3.37201e-05 -1.31086e-05 5.10754e-05 2.15353e-05 6.99045e-06 1.6905e-05 4.47454e-06 -1.41893e-05 2.73852e-05 -4.20335e-06 5.52467e-07
15695.8 -1.70352e-05 -4.12786e-06 7.03961e-06 -2.17178e-05 4.48933e-06 1.83035e-06 2.75143e-05 -1.42211e-05 -6.56828e-07 -1.59444e-05 1.70016e-05 3.39638e-05 -4.30768e-05 5.14691e-05 -1.32073e-05 -4.26232e-05 -6.25676e-07 -4.89214e-05 1.78443e-06 1.32161e-05 -6.59092e-05 3.7967e-06 -1.78433e-06 2.62242e-06 2.62238e-06 3.20701e-05 -4.0123e-05 -4.0123e-05 3.20701e-05 4.20986e-06 -4.20993e-06 -1.77737e-05 -1.89432e-05 -2.50344e-08 1.20396e-06 1.14496e-06 -1.20393e-06 6.25644e-07 -4.26233e-05 4.30768e-05 -4.89213e-05 -6.59091e-05 1.32161e-05 2.50314e-08 -1.89432e-05 1.77737e-05 -1.70016e-05 -1.59443e-05 -1.83035e-06 3.39638e-05 -1.32072e-05 5.14691e-05 2.17178e-05 7.0396e-06 1.70352e-05 4.48931e-06 -1.42211e-05 2.75142e-05 -4.12783e-06 6.56862e-07
15698.1 -1.71591e-05 -4.04979e-06 7.08572e-06 -2.18935e-05 4.50301e-06 1.85951e-06 2.76329e-05 -1.42477e-05 -7.61794e-07 -1.59797e-05 1.706e-05 3.41971e-05 -4.33582e-05 5.18454e-05 -1.33021e-05 -4.28868e-05 -6.27044e-07 -4.93332e-05 1.79358e-06 1.33165e-05 -6.64391e-05 3.83855e-06 -1.79348e-06 2.64909e-06 2.64905e-06 3.23502e-05 -4.04601e-05 -4.04602e-05 3.23502e-05 4.24801e-06 -4.24808e-06 -1.7866e-05 -1.90558e-05 -2.751e-08 1.21418e-06 1.14227e-06 -1.21416e-06 6.27012e-07 -4.28869e-05 4.33582e-05 -4.93331e-05 -6.64391e-05 1.33165e-05 2.75058e-08 -1.90558e-05 1.7866e-05 -1.70599e-05 -1.59796e-05 -1.85951e-06 3.41971e-05 -1.33021e-05 5.18454e-05 2.18935e-05 7.0857e-06 1.71591e-05 4.50299e-06 -1.42476e-05 2.76329e-05 -4.04975e-06 7.61827e-07
15700.4 -1.72769e-05 -3.96937e-06 7.12954e-06 -2.20619e-05 4.51485e-06 1.88814e-06 2.77415e-05 -1.42684e-05 -8.67308e-07 -1.60076e-05 1.71126e-05 3.44184e-05 -4.3627e-05 5.22053e-05 -1.33917e-05 -4.31329e-05 -6.2607e-07 -4.97321e-05 1.79959e-06 1.34135e-05 -6.69476e-05 3.8826e-06 -1.7995e-06 2.67385e-06 2.6738e-06 3.26218e-05 -4.0785e-05 -4.0785e-05 3.26219e-05 4.28476e-06 -4.28483e-06 -1.79518e-05 -1.91614e-05 -3.00223e-08 1.22343e-06 1.14125e-06 -1.22341e-06 6.26038e-07 -4.31329e-05 4.3627e-05 -4.97321e-05 -6.69476e-05 1.34135e-05 3.00169e-08 -1.91614e-05 1.79518e-05 -1.71126e-05 -1.60076e-05 -1.88814e-06 3.44184e-05 -1.33916e-05 5.22052e-05 2.20619e-05 7.12953e-06 1.72769e-05 4.51483e-06 -1.42683e-05 2.77415e-05 -3.96933e-06 8.67341e-07
15702.7 -1.73889e-05 -3.8868e-06 7.17169e-06 -2.22223e-05 4.52431e-06 1.91458e-06 2.78404e-05 -1.42831e-05 -9.73331e-07 -1.60276e-05 1.71613e-05 3.46271e-05 -4.38843e-05 5.25492e-05 -1.34761e-05 -4.33625e-05 -6.21973e-07 -5.01175e-05 1.80326e-06 1.35072e-05 -6.74354e-05 3.92683e-06 -1.80316e-06 2.6974e-06 2.69735e-06 3.28845e-05 -4.10978e-05 -4.10978e-05 3.28845e-05 4.3202e-06 -4.32028e-06 -1.80319e-05 -1.9259e-05 -3.15491e-08 1.2295e-06 1.1426e-06 -1.22948e-06 6.21941e-07 -4.33626e-05 4.38843e-05 -5.01174e-05 -6.74353e-05 1.35072e-05 3.15426e-08 -1.9259e-05 1.80319e-05 -1.71612e-05 -1.60275e-05 -1.91458e-06 3.46272e-05 -1.34761e-05 5.25491e-05 2.22223e-05 7.17168e-06 1.73889e-05 4.52429e-06 -1.42831e-05 2.78403e-05 -3.88677e-06 9.73363e-07
